43256,1,lan,2015-04-26,150,201500270,3,sdn,1:11 PM,"66 degrees, partly cloudy"
35242,4,min,2015-04-26,220,201500271,2,sea,1:09 PM,"56 degrees, overcast"
47510,4,nyn,2015-04-26,165,201500272,6,nya,8:08 PM,"56 degrees, cloudy"
32353,8,pit,2015-04-26,198,201500273,0,ari,1:10 PM,"72 degrees, partly cloudy"
32758,3,sln,2015-04-26,183,201500274,6,mil,1:10 PM,"69 degrees, roof closed"
35053,5,tex,2015-04-26,253,201500275,4,ana,12:37 PM,"70 degrees, sunny"
21107,1,tor,2015-04-26,143,201500276,5,tba,1:10 PM,"72 degrees, dome"
21433,2,was,2015-04-26,160,201500277,6,mia,1:11 PM,"76 degrees, roof closed"
17444,5,col,2015-04-27,209,201500278,4,ari,6:40 PM,"85 degrees, clear"
18054,5,det,2015-04-27,197,201500279,4,min,7:12 PM,"69 degrees, clear"
19532,9,hou,2015-04-27,208,201500280,4,sdn,7:10 PM,"73 degrees, clear"
9668,6,kca,2015-04-27,202,201500281,2,cle,6:10 PM,"44 degrees, cloudy"
17167,6,mil,2015-04-27,182,201500282,9,cin,7:11 PM,"59 degrees, cloudy"
18547,3,nyn,2015-04-27,118,201500283,1,mia,7:11 PM,"78 degrees, roof closed"
40052,4,phi,2015-04-27,152,201500284,1,sln,7:16 PM,"62 degrees, partly cloudy"
29159,0,pit,2015-04-27,140,201500285,4,chn,7:05 PM,"43 degrees, partly cloudy"
19748,3,sea,2015-04-27,167,201500286,1,tex,8:00 PM,"62 degrees, cloudy"
46704,3,sfn,2015-04-27,178,201500287,8,lan,7:10 PM,"75 degrees, clear"
34590,1,tba,2015-04-27,179,201500288,4,nya,7:08 PM,"58 degrees, cloudy"
34739,5,tor,2015-04-27,168,201500289,6,bos,6:43 PM,"49 degrees, cloudy"
16658,4,was,2015-04-27,188,201500290,8,atl,7:10 PM,"64 degrees, overcast"
17674,2,ana,2015-04-28,126,201500291,6,oak,7:08 PM,"59 degrees, partly cloudy"
18792,5,col,2015-04-28,190,201500292,12,ari,6:40 PM,"89 degrees, clear"
18169,2,det,2015-04-28,160,201500293,3,min,7:11 PM,"64 degrees, partly cloudy"
22796,14,hou,2015-04-28,197,201500294,3,sdn,7:11 PM,"70 degrees, clear"
10698,11,kca,2015-04-28,193,201500295,5,cle,6:12 PM,"54 degrees, clear"
19238,2,mil,2015-04-28,131,201500296,4,cin,7:10 PM,"66 degrees, clear"
17255,3,nyn,2015-04-28,166,201500297,4,mia,7:11 PM,"74 degrees, roof closed"
40143,5,phi,2015-04-28,178,201500298,11,sln,7:16 PM,"69 degrees, clear"
29915,2,pit,2015-04-28,171,201500299,6,chn,7:05 PM,"44 degrees, partly cloudy"
23714,2,sea,2015-04-28,163,201500300,1,tex,7:07 PM,"56 degrees, cloudy"
50161,2,sfn,2015-04-28,170,201500301,1,lan,7:10 PM,"86 degrees, clear"
36934,2,tba,2015-04-28,178,201500302,4,nya,7:09 PM,"66 degrees, partly cloudy"
33920,11,tor,2015-04-28,241,201500303,8,bos,6:11 PM,"64 degrees, partly cloudy"
14833,13,was,2015-04-28,206,201500304,12,atl,7:11 PM,"70 degrees, partly cloudy"
16212,6,ana,2015-04-29,181,201500305,3,oak,7:07 PM,"61 degrees, clear"
